date,equity,cumulative_return,daily_return,close_price,signal_action,execution_date,shares,target_pct,entry_type,market_regime,selected_skill,regime_confidence,regime_evidence,skill_router_mode,reflection_market_regime,reflection_selected_skill,reflection_confidence,reflection_evidence,limit_price,cancel_pending_orders,pending_orders_count,pending_order_limits,filled_today_count,last_fill_offset_days
2025-01-17,95239.784378,-0.04760215622000008,-0.009634243591931435,137.710007,HOLD,2025-01-21,347.0,0.0,MKT_OPEN,downtrend,downtrend_skill,0.8,"[""MACD死叉且为负值，EMA12位于EMA26下方，确认短期下跌趋势"", ""股价位于所有关键均线下方，形成空头排列"", ""OBV持续为负且下降，显示资金持续流出"", ""价格从高点149.38美元回落至133.53美元，形成下降通道""]",reflect,downtrend,downtrend_skill,0.8,"[""MACD死叉且为负值，EMA12位于EMA26下方，确认短期下跌趋势"", ""股价位于所有关键均线下方，形成空头排列"", ""OBV持续为负且下降，显示资金持续流出"", ""价格从高点149.38美元回落至133.53美元，形成下降通道""]",,,0,[],0,9
2025-01-21,97759.002643,-0.022409973569999964,0.0264513226426617,140.830002,HOLD,2025-01-22,347.0,0.0,MKT_OPEN,downtrend,downtrend_skill,0.8,"[""股价从高点回调约9.5%，MACD转为负值且柱状图持续扩大，显示短期动量偏弱"", ""短期均线（MA5）跌破中期均线（MA10/MA20）形成空头排列，ADX值低于20表明趋势强度不足"", ""下跌时成交量放大（1月7日达3.52亿股），上涨时相对缩量，显示抛压较重"", ""股价跌破布林带中轨关键结构，当前接近下轨支撑位（127.62美元）""]",reflect,downtrend,downtrend_skill,0.8,"[""股价从高点回调约9.5%，MACD转为负值且柱状图持续扩大，显示短期动量偏弱"", ""短期均线（MA5）跌破中期均线（MA10/MA20）形成空头排列，ADX值低于20表明趋势强度不足"", ""下跌时成交量放大（1月7日达3.52亿股），上涨时相对缩量，显示抛压较重"", ""股价跌破布林带中轨关键结构，当前接近下轨支撑位（127.62美元）""]",,,0,[],0,13
2025-01-22,97759.002643,-0.022409973569999964,0.0,147.070007,HOLD,2025-01-23,347.0,0.0,MKT_OPEN,range_bound,range_bound_skill,0.75,"[""股价在133.53-153.08美元区间内波动，当前价格140.78美元接近区间中部"", ""ADX值为12.13显示市场缺乏明确趋势方向"", ""布林带分析显示股价在中轨上方但接近上轨阻力位146.54美元"", ""MACD指标接近零轴且动能微弱负向，显示市场动能不足""]",reflect,range_bound,range_bound_skill,0.75,"[""股价在133.53-153.08美元区间内波动，当前价格140.78美元接近区间中部"", ""ADX值为12.13显示市场缺乏明确趋势方向"", ""布林带分析显示股价在中轨上方但接近上轨阻力位146.54美元"", ""MACD指标接近零轴且动能微弱负向，显示市场动能不足""]",,,0,[],0,14
2025-01-23,99924.284378,-0.0007571562200000548,0.022149179885838866,147.220001,HOLD,2025-01-24,347.0,0.0,MKT_OPEN,strong_uptrend,strong_uptrend_skill,0.75,"[""技术指标全面转强：MACD金叉、RSI健康回升、均线多头排列，股价突破关键阻力位且成交量配合"", ""基本面催化剂明确：与微软/SLB的能源AI合作已验证技术跨界能力，生态系统扩展抵消部分估值压力""]",reflect,strong_uptrend,strong_uptrend_skill,0.75,"[""技术指标全面转强：MACD金叉、RSI健康回升、均线多头排列，股价突破关键阻力位且成交量配合"", ""基本面催化剂明确：与微软/SLB的能源AI合作已验证技术跨界能力，生态系统扩展抵消部分估值压力""]",,,0,[],0,15
2025-01-24,99976.332296,-0.00023667704000007728,0.000520873562657842,142.619995,HOLD,2025-01-27,347.0,0.0,MKT_OPEN,strong_uptrend,strong_uptrend_skill,0.75,"[""技术指标全面看涨：MACD黄金交叉、均线多头排列、RSI处于看涨区间且未超买"", ""价格突破布林带中轨并接近上轨，形成上升通道"", ""战略合作拓展新市场：与微软在核能AI、与SLB在能源行业AI的合作""]",reflect,strong_uptrend,strong_uptrend_skill,0.8,"[""技术指标全面看涨：MACD黄金交叉、均线多头排列、RSI处于看涨区间且未超买"", ""价格突破布林带中轨并接近上轨，形成上升通道"", ""战略合作拓展新市场：与微软在核能AI、与SLB在能源行业AI的合作""]",,,0,[],0,16
2025-01-27,89982.731255,-0.10017268744999996,-0.09995966856847605,118.419998,HOLD,2025-01-28,347.0,0.0,MKT_OPEN,range_bound,range_bound_skill,0.7,"[""价格在128.87-149.38美元之间波动，波动幅度约16%，显示区间震荡特征"", ""技术指标呈现分歧，既有看涨信号（MACD、移动平均线排列）也有警示信号（OBV负值、KDJ超买）"", ""ADX值14.79显示趋势强度较弱，符合区间震荡市场特征""]",reflect,range_bound,range_bound_skill,0.7,"[""价格在128.87-149.38美元之间波动，波动幅度约16%，显示区间震荡特征"", ""技术指标呈现分歧，既有看涨信号（MACD、移动平均线排列）也有警示信号（OBV负值、KDJ超买）"", ""ADX值14.79显示趋势强度较弱，符合区间震荡市场特征""]",,,0,[],0,19
2025-01-28,89982.731255,-0.10017268744999996,0.0,128.990005,SELL,2025-01-29,347.0,0.0,MKT_OPEN,downtrend,downtrend_skill,0.85,"[""股价跌破所有主要移动平均线，形成空头排列"", ""MACD死叉且柱状图持续扩大，显示下跌动量增强"", ""1月27日放量暴跌16.97%，成交量异常放大"", ""OBV持续为负值，显示资金持续流出""]",reflect,downtrend,downtrend_skill,0.85,"[""股价跌破所有主要移动平均线，形成空头排列"", ""MACD死叉且柱状图持续扩大，显示下跌动量增强"", ""1月27日放量暴跌16.97%，成交量异常放大"", ""RSI从超买区急剧下降至超卖区，但趋势仍向下"", ""OBV持续为负值，显示资金持续流出""]",,True,0,[],0,20
2025-01-29,93650.523684,-0.06349476316000002,0.04076107023919873,123.699997,HOLD,2025-01-30,0.0,0.0,MKT_OPEN,downtrend,downtrend_skill,0.85,"[""股价已跌破所有主要移动平均线，技术指标普遍显示弱势"", ""MACD线和信号线均为负值，且MACD线在信号线下方，柱状图为负值，显示下跌动量仍在延续"", ""ADX为29.47，DI-明显高于DI+（353.38 vs 210.74），确认下跌趋势占主导地位""]",reflect,downtrend,downtrend_skill,0.85,"[""股价已跌破所有主要移动平均线，技术指标普遍显示弱势"", ""MACD线和信号线均为负值，且MACD线在信号线下方，柱状图为负值，显示下跌动量仍在延续"", ""ADX为29.47，DI-明显高于DI+（353.38 vs 210.74），确认下跌趋势占主导地位""]",,,0,[],1,0
2025-01-30,93650.523684,-0.06349476316000002,0.0,124.650002,HOLD,2025-01-31,0.0,0.0,MKT_OPEN,downtrend,downtrend_skill,0.8,"[""价格跌破所有主要移动平均线，形成空头排列"", ""MACD和OBV指标显示强烈看跌信号，卖压持续"", ""股价从高点下跌约19.2%，且波动性显著增加""]",reflect,downtrend,downtrend_skill,0.8,"[""价格跌破所有主要移动平均线，形成空头排列"", ""MACD和OBV指标显示强烈看跌信号，卖压持续"", ""股价从高点下跌约19.2%，且波动性显著增加""]",,,0,[],0,1
2025-01-31,93650.523684,-0.06349476316000002,0.0,120.07,HOLD,2025-02-03,0.0,0.0,MKT_OPEN,downtrend,downtrend_skill,0.85,"[""价格大幅低于所有主要移动平均线（MA5/10/20/30），形成空头排列"", ""MACD深度负值且柱状图扩大，显示看跌动量增强"", ""OBV持续为负表明资金流出，ADX显示-DI显著高于+DI确认下跌趋势"", ""股价从近期高点下跌15.4%，跌破关键支撑位126.79美元""]",reflect,downtrend,downtrend_skill,0.85,"[""价格大幅低于所有主要移动平均线（MA5/10/20/30），形成空头排列"", ""MACD深度负值且柱状图扩大，显示看跌动量增强"", ""OBV持续为负表明资金流出，ADX显示-DI显著高于+DI确认下跌趋势"", ""股价从近期高点下跌15.4%，跌破关键支撑位126.79美元""]",,,0,[],0,2
2025-02-03,93650.523684,-0.06349476316000002,0.0,116.660004,HOLD,2025-02-04,0.0,0.0,MKT_OPEN,downtrend,downtrend_skill,0.85,"[""价格跌破所有主要移动平均线（MA5/MA10/MA20/MA30）且呈空头排列"", ""MACD指标死叉后负值持续扩大，显示下跌动量增强"", ""OBV持续为负且资金流出压力加剧，ADX显示下降趋势主导"", ""布林带下轨被跌破且波动性显著上升（ATR 8.11）""]",reflect,downtrend,downtrend_skill,0.85,"[""价格跌破所有主要移动平均线（MA5/MA10/MA20/MA30）且呈空头排列"", ""MACD指标死叉后负值持续扩大，显示下跌动量增强"", ""OBV持续为负且资金流出压力加剧，ADX显示下降趋势主导"", ""布林带下轨被跌破且波动性显著上升（ATR 8.11）""]",,,0,[],0,5
2025-02-04,93650.523684,-0.06349476316000002,0.0,118.650002,BUY,2025-02-05,0.0,0.15,LIMIT,downtrend,downtrend_skill,0.85,"[""股价从2024年12月初的138.58美元下跌至2025年2月3日的116.62美元，跌幅约15.8%"", ""所有主要移动平均线呈现空头排列（MA5<MA10<MA20<MA30），股价在所有均线下方运行"", ""MACD显示强烈的看跌动量，MACD线远低于信号线，柱状图为负值且扩大"", ""OBV显示资金持续流出，卖压沉重，负的OBV确认了价格下跌是由实际卖出压力驱动的"", ""下跌时成交量放大，反弹时缩量，显示卖压强劲而买盘不足""]",reflect,downtrend,downtrend_skill,0.85,"[""股价从2024年12月初的138.58美元下跌至2025年2月3日的116.62美元，跌幅约15.8%"", ""所有主要移动平均线呈现空头排列（MA5<MA10<MA20<MA30），股价在所有均线下方运行"", ""MACD显示强烈的看跌动量，MACD线远低于信号线，柱状图为负值且扩大"", ""OBV显示资金持续流出，卖压沉重，负的OBV确认了价格下跌是由实际卖出压力驱动的"", ""下跌时成交量放大，反弹时缩量，显示卖压强劲而买盘不足""]",114.5,True,0,[],0,6
2025-02-05,93650.523684,-0.06349476316000002,0.0,124.830002,HOLD,2025-02-06,0.0,0.0,MKT_OPEN,downtrend,downtrend_skill,0.85,"[""价格跌破所有主要均线形成空头排列"", ""MACD深度负值且持续下行，显示强烈的下跌动能"", ""OBV持续为负值，显示资金持续流出，卖压沉重"", ""股价接近布林带下轨但尚未出现明确的反弹信号""]",reflect,downtrend,downtrend_skill,0.85,"[""价格跌破所有主要均线形成空头排列"", ""MACD深度负值且持续下行，显示强烈的下跌动能"", ""OBV持续为负值，显示资金持续流出，卖压沉重"", ""股价接近布林带下轨但尚未出现明确的反弹信号""]",,,1,[114.5],0,7
2025-02-06,93650.523684,-0.06349476316000002,0.0,128.679993,BUY,2025-02-07,0.0,0.15,MKT_OPEN,downtrend,downtrend_skill,0.75,"[""价格跌破所有主要短期移动平均线，形成空头排列"", ""MACD和EMA均形成死叉，显示下跌趋势持续"", ""OBV持续负值显示资金流出，卖压较重"", ""DI指标显示下跌趋势占主导地位""]",reflect,downtrend,downtrend_skill,0.8,"[""价格跌破所有主要短期移动平均线，形成空头排列"", ""MACD和EMA均形成死叉，显示下跌趋势持续"", ""OBV持续负值显示资金流出，卖压较重"", ""DI指标显示下跌趋势占主导地位""]",,True,1,[114.5],0,8
2025-02-07,93650.523684,-0.06349476316000002,0.0,129.839996,BUY,2025-02-10,108.0,0.1,LIMIT,downtrend,downtrend_skill,0.75,"[""股价已跌破所有主要移动平均线，形成典型的空头排列"", ""ADX值为27.47，DI-远高于DI+，确认下降趋势的主导地位"", ""OBV持续为负值，显示资金持续流出""]",reflect,downtrend,downtrend_skill,0.8,"[""股价已跌破所有主要移动平均线，形成典型的空头排列"", ""ADX值为27.47，DI-远高于DI+，确认下降趋势的主导地位"", ""OBV持续为负值，显示资金持续流出""]",128.64,True,0,[],1,0
2025-02-10,94178.645196,-0.05821354804000001,0.005639279859042778,133.570007,HOLD,2025-02-11,108.0,0.0,MKT_OPEN,downtrend,downtrend_skill,0.75,"[""价格跌破所有主要移动平均线，形成空头排列"", ""下跌时成交量放大，反弹时成交量相对缩小"", ""ADX确认下降趋势主导""]",reflect,downtrend,downtrend_skill,0.8,"[""价格在112-129美元区间震荡筑底，多次测试布林带下轨支撑"", ""价格跌破所有主要移动平均线，形成空头排列"", ""下跌时成交量放大，反弹时成交量相对缩小"", ""ADX确认下降趋势主导""]",,,0,[],0,3
2025-02-11,94178.645196,-0.05821354804000001,0.0,132.800003,BUY,2025-02-12,108.0,0.25,LIMIT,range_bound,range_bound_skill,0.75,"[""价格在116.66-152.11美元区间内波动，近期从低点反弹但未突破关键阻力位"", ""技术指标显示短期反弹信号但整体趋势仍偏弱，MACD线和信号线仍处于负值区域""]",reflect,range_bound,range_bound_skill,0.75,"[""价格在116.66-152.11美元区间内波动，近期从低点反弹但未突破关键阻力位"", ""技术指标显示短期反弹信号但整体趋势仍偏弱，MACD线和信号线仍处于负值区域"", ""布林带宽度较宽显示高波动性，价格位于中轨附近"", ""RSI中性偏弱(45.28)，未进入强势区域""]",130.87,True,0,[],0,4
2025-02-12,94095.484764,-0.059045152360000075,-0.0008830073083652135,131.139999,HOLD,2025-02-13,108.0,0.0,MKT_OPEN,range_bound,range_bound_skill,0.75,"[""股价在130-135美元区间震荡，布林带中轨附近波动"", ""ADX值29.10显示趋势强度较弱，市场处于整理阶段"", ""RSI 40.01处于中性偏弱区域，未形成明显趋势信号""]",reflect,range_bound,range_bound_skill,0.75,"[""股价在130-135美元区间震荡，布林带中轨附近波动"", ""ADX值29.10显示趋势强度较弱，市场处于整理阶段"", ""RSI 40.01处于中性偏弱区域，未形成明显趋势信号""]",,,1,[130.87],0,5
2025-02-13,93916.204332,-0.06083795668000003,-0.0019053032401039616,135.289993,HOLD,2025-02-14,108.0,0.0,MKT_OPEN,range_bound,range_bound_skill,0.7,"[""价格在布林带中轨附近震荡，显示多空力量相对平衡"", ""RSI处于中性偏弱区域，接近超卖线（30），但未形成明确趋势"", ""MACD柱状图转正但MACD线仍处于负值区域，显示短期动量改善但趋势不明朗"", ""价格在关键支撑位116-118美元和阻力位135-140美元之间波动""]",reflect,range_bound,range_bound_skill,0.7,"[""价格在布林带中轨附近震荡，显示多空力量相对平衡"", ""RSI处于中性偏弱区域，接近超卖线（30），但未形成明确趋势"", ""MACD柱状图转正但MACD线仍处于负值区域，显示短期动量改善但趋势不明朗"", ""价格在关键支撑位116-118美元和阻力位135-140美元之间波动""]",,,1,[130.87],0,6
2025-02-14,94364.403684,-0.05635596315999991,0.0047723324764659125,138.850006,HOLD,2025-02-18,108.0,0.0,MKT_OPEN,range_bound,range_bound_skill,0.75,"[""股价在130.77（布林带中轨）至140.00（心理关口）之间波动，尚未形成明确趋势突破"", ""技术指标显示短期动能改善（MACD转正、均线金叉）但中期趋势仍偏弱（RSI低于50、ADX趋势强度弱）"", ""成交量在反弹过程中相对温和，缺乏确认趋势反转的足够买盘力量""]",reflect,range_bound,range_bound_skill,0.75,"[""股价在130.77（布林带中轨）至140.00（心理关口）之间波动，尚未形成明确趋势突破"", ""技术指标显示短期动能改善（MACD转正、均线金叉）但中期趋势仍偏弱（RSI低于50、ADX趋势强度弱）"", ""成交量在反弹过程中相对温和，缺乏确认趋势反转的足够买盘力量""]",,,1,[130.87],0,7
2025-02-18,94808.283792,-0.05191716207999997,0.004703893530514147,139.399994,BUY,2025-02-19,271.0,0.4,MKT_OPEN,strong_uptrend,strong_uptrend_skill,0.75,"[""价格突破所有主要移动平均线形成多头排列"", ""MACD即将金叉且OBV显示资金持续流入"", ""ADX确认上升趋势主导地位"", ""战略合作强化生态优势，巩固AI领导地位""]",reflect,strong_uptrend,strong_uptrend_skill,0.85,"[""价格突破所有主要移动平均线形成多头排列"", ""MACD即将金叉且OBV显示资金持续流入"", ""ADX确认上升趋势主导地位"", ""战略合作强化生态优势，巩固AI领导地位""]",,True,0,[],1,0
2025-02-19,94808.283792,-0.05191716207999997,0.0,139.229996,HOLD,2025-02-20,271.0,0.0,MKT_OPEN,strong_uptrend,strong_uptrend_skill,0.8,"[""价格突破所有关键移动平均线形成多头排列（MA5 > MA10 > MA20 > MA30）"", ""MACD黄金交叉与ADX趋势确认提供双重验证"", ""RSI从超卖区回升至中性偏强区域（62.44）"", ""OBV指标转为正值显示资金流入"", ""战略合作新闻强化长期增长逻辑""]",reflect,strong_uptrend,strong_uptrend_skill,0.85,"[""价格突破所有关键移动平均线形成多头排列（MA5 > MA10 > MA20 > MA30）"", ""MACD黄金交叉与ADX趋势确认提供双重验证"", ""RSI从超卖区回升至中性偏强区域（62.44）"", ""OBV指标转为正值显示资金流入"", ""战略合作新闻强化长期增长逻辑""]",,,0,[],1,0
2025-02-20,94762.214334,-0.052377856659999944,-0.0004859222860849055,140.110001,HOLD,2025-02-21,271.0,0.0,MKT_OPEN,strong_uptrend,strong_uptrend_skill,0.75,"[""技术指标全面看涨：MACD金叉、均线多头排列、ADX显示趋势强度，量价配合健康"", ""生态系统扩张强化竞争优势：与Lattice合作物理AI标准，20亿美元投资Coherent Corp增强数据中心光互连技术""]",reflect,strong_uptrend,strong_uptrend_skill,0.85,"[""技术指标全面看涨：MACD金叉、均线多头排列、ADX显示趋势强度，量价配合健康"", ""生态系统扩张强化竞争优势：与Lattice合作物理AI标准，20亿美元投资Coherent Corp增强数据中心光互连技术"", ""股价已突破所有关键移动平均线，形成典型的多头排列"", ""布林带显示股价位于中轨上方，接近上轨，趋势稳定""]",,,0,[],0,1
2025-02-21,95000.695689,-0.04999304310999997,0.0025166291931448814,134.429993,HOLD,2025-02-24,271.0,0.0,MKT_OPEN,strong_uptrend,strong_uptrend_skill,0.75,"[""技术指标全面看涨：MACD金叉、EMA黄金交叉、股价站上所有主要均线，OBV显示资金持续流入，ADX确认上升趋势强度"", ""战略合作扩展AI生态系统：与Lattice Semiconductor和Coherent Corp的合作强化了在物理AI和光学互连领域的技术壁垒"", ""价格突破布林带中轨并持续向阻力位靠近，形成上升通道""]",reflect,strong_uptrend,strong_uptrend_skill,0.85,"[""技术指标全面看涨：MACD金叉、EMA黄金交叉、股价站上所有主要均线，OBV显示资金持续流入，ADX确认上升趋势强度"", ""战略合作扩展AI生态系统：与Lattice Semiconductor和Coherent Corp的合作强化了在物理AI和光学互连领域的技术壁垒"", ""价格突破布林带中轨并持续向阻力位靠近，形成上升通道""]",,,0,[],0,2
2025-02-24,92336.765147,-0.07663234853,-0.028041168779656123,130.279999,HOLD,2025-02-25,271.0,0.0,MKT_OPEN,strong_uptrend,strong_uptrend_skill,0.75,"[""技术指标全面改善：MACD金叉、RSI反弹、价格突破多条均线，OBV转正确认资金流入"", ""基本面保持强劲：战略合作强化AI领导地位，数据中心需求持续增长"", ""价格突破布林带中轨并接近上轨，形成多头排列"", ""ADX趋势强度提升，DI+显著高于DI-""]",reflect,strong_uptrend,strong_uptrend_skill,0.8,"[""技术指标全面改善：MACD金叉、RSI反弹、价格突破多条均线，OBV转正确认资金流入"", ""基本面保持强劲：战略合作强化AI领导地位，数据中心需求持续增长"", ""价格突破布林带中轨并接近上轨，形成多头排列"", ""ADX趋势强度提升，DI+显著高于DI-""]",,,0,[],0,5
2025-02-25,92336.765147,-0.07663234853,0.0,126.629997,HOLD,2025-02-26,271.0,0.0,MKT_OPEN,range_bound,range_bound_skill,0.75,"[""股价在120-140美元区间震荡，布林带显示正常波动区间"", ""ATR值显著下降显示波动性收敛，短期均线系统显示调整压力""]",reflect,range_bound,range_bound_skill,0.75,"[""股价在120-140美元区间震荡，布林带显示正常波动区间"", ""ATR值显著下降显示波动性收敛，短期均线系统显示调整压力""]",,,0,[],0,6
2025-02-26,91347.614605,-0.08652385395000006,-0.010712423598826293,131.279999,HOLD,2025-02-27,271.0,0.0,MKT_OPEN,downtrend,downtrend_skill,0.8,"[""价格跌破所有主要移动平均线，形成空头排列"", ""OBV显示资金持续流出，卖方力量较强"", ""价格从布林带中轨上方回落至中轨下方，接近下轨支撑"", ""KDJ指标显示短期动能偏弱，J值为负""]",reflect,downtrend,downtrend_skill,0.8,"[""价格跌破所有主要移动平均线，形成空头排列"", ""OBV显示资金持续流出，卖方力量较强"", ""价格从布林带中轨上方回落至中轨下方，接近下轨支撑"", ""KDJ指标显示短期动能偏弱，J值为负""]",,,0,[],0,7
